sequence_id,status,subject_id,seq_name,num_frames,object_id,extri_path,sensor_data_dir,label_dir
p001__Spoon_g5__T03,ok,p001,p001/Spoon_g5/T03,146,Spoon,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__Spoon_g5__T03,subjects/p001/labels/p001__Spoon_g5__T03
p001__Stapler_g2__T01,ok,p001,p001/Stapler_g2/T01,134,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__Stapler_g2__T01,subjects/p001/labels/p001__Stapler_g2__T01
p001__Stapler_g2__T02,ok,p001,p001/Stapler_g2/T02,117,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__Stapler_g2__T02,subjects/p001/labels/p001__Stapler_g2__T02
p001__Stapler_g2__T03,ok,p001,p001/Stapler_g2/T03,109,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__Stapler_g2__T03,subjects/p001/labels/p001__Stapler_g2__T03
p001__Stapler_g3__T01,ok,p001,p001/Stapler_g3/T01,116,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__Stapler_g3__T01,subjects/p001/labels/p001__Stapler_g3__T01
p001__Stapler_g3__T02,ok,p001,p001/Stapler_g3/T02,153,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__Stapler_g3__T02,subjects/p001/labels/p001__Stapler_g3__T02
p001__Stapler_g3__T03,ok,p001,p001/Stapler_g3/T03,170,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__Stapler_g3__T03,subjects/p001/labels/p001__Stapler_g3__T03
p001__Stapler_g5__T01,ok,p001,p001/Stapler_g5/T01,184,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__Stapler_g5__T01,subjects/p001/labels/p001__Stapler_g5__T01
p001__Stapler_g5__T02,ok,p001,p001/Stapler_g5/T02,116,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__Stapler_g5__T02,subjects/p001/labels/p001__Stapler_g5__T02
p001__Stapler_g5__T03,ok,p001,p001/Stapler_g5/T03,121,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__Stapler_g5__T03,subjects/p001/labels/p001__Stapler_g5__T03
p001__TallCylinder_g2__T01,ok,p001,p001/TallCylinder_g2/T01,155,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__TallCylinder_g2__T01,subjects/p001/labels/p001__TallCylinder_g2__T01
p001__TallCylinder_g2__T02,ok,p001,p001/TallCylinder_g2/T02,129,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__TallCylinder_g2__T02,subjects/p001/labels/p001__TallCylinder_g2__T02
p001__TallCylinder_g2__T03,ok,p001,p001/TallCylinder_g2/T03,122,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__TallCylinder_g2__T03,subjects/p001/labels/p001__TallCylinder_g2__T03
p001__TallCylinder_g3__T01,ok,p001,p001/TallCylinder_g3/T01,119,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__TallCylinder_g3__T01,subjects/p001/labels/p001__TallCylinder_g3__T01
p001__TallCylinder_g3__T02,ok,p001,p001/TallCylinder_g3/T02,120,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__TallCylinder_g3__T02,subjects/p001/labels/p001__TallCylinder_g3__T02
p001__TallCylinder_g3__T03,ok,p001,p001/TallCylinder_g3/T03,122,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__TallCylinder_g3__T03,subjects/p001/labels/p001__TallCylinder_g3__T03
p001__TallCylinder_g5__T01,ok,p001,p001/TallCylinder_g5/T01,126,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__TallCylinder_g5__T01,subjects/p001/labels/p001__TallCylinder_g5__T01
p001__TallCylinder_g5__T02,ok,p001,p001/TallCylinder_g5/T02,119,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__TallCylinder_g5__T02,subjects/p001/labels/p001__TallCylinder_g5__T02
p001__TallCylinder_g5__T03,ok,p001,p001/TallCylinder_g5/T03,129,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p001/sensor_data/p001__TallCylinder_g5__T03,subjects/p001/labels/p001__TallCylinder_g5__T03
p002__banana_g2__T01,ok,p002,p002/banana_g2/T01,101,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__banana_g2__T01,subjects/p002/labels/p002__banana_g2__T01
p002__banana_g2__T02,ok,p002,p002/banana_g2/T02,122,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__banana_g2__T02,subjects/p002/labels/p002__banana_g2__T02
p002__banana_g2__T03,ok,p002,p002/banana_g2/T03,120,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__banana_g2__T03,subjects/p002/labels/p002__banana_g2__T03
p002__banana_g3__T01,ok,p002,p002/banana_g3/T01,118,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__banana_g3__T01,subjects/p002/labels/p002__banana_g3__T01
p002__banana_g3__T02,ok,p002,p002/banana_g3/T02,106,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__banana_g3__T02,subjects/p002/labels/p002__banana_g3__T02
p002__banana_g3__T03,ok,p002,p002/banana_g3/T03,122,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__banana_g3__T03,subjects/p002/labels/p002__banana_g3__T03
p002__banana_g5__T01,ok,p002,p002/banana_g5/T01,127,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__banana_g5__T01,subjects/p002/labels/p002__banana_g5__T01
p002__banana_g5__T02,ok,p002,p002/banana_g5/T02,114,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__banana_g5__T02,subjects/p002/labels/p002__banana_g5__T02
p002__banana_g5__T03,ok,p002,p002/banana_g5/T03,94,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__banana_g5__T03,subjects/p002/labels/p002__banana_g5__T03
p002__CosmeticPumpBottle_g2__T01,ok,p002,p002/CosmeticPumpBottle_g2/T01,118,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__CosmeticPumpBottle_g2__T01,subjects/p002/labels/p002__CosmeticPumpBottle_g2__T01
p002__CosmeticPumpBottle_g2__T02,ok,p002,p002/CosmeticPumpBottle_g2/T02,115,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__CosmeticPumpBottle_g2__T02,subjects/p002/labels/p002__CosmeticPumpBottle_g2__T02
p002__CosmeticPumpBottle_g2__T03,ok,p002,p002/CosmeticPumpBottle_g2/T03,112,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__CosmeticPumpBottle_g2__T03,subjects/p002/labels/p002__CosmeticPumpBottle_g2__T03
p002__CosmeticPumpBottle_g3__T01,ok,p002,p002/CosmeticPumpBottle_g3/T01,115,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__CosmeticPumpBottle_g3__T01,subjects/p002/labels/p002__CosmeticPumpBottle_g3__T01
p002__CosmeticPumpBottle_g3__T02,ok,p002,p002/CosmeticPumpBottle_g3/T02,179,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__CosmeticPumpBottle_g3__T02,subjects/p002/labels/p002__CosmeticPumpBottle_g3__T02
p002__CosmeticPumpBottle_g3__T03,ok,p002,p002/CosmeticPumpBottle_g3/T03,110,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__CosmeticPumpBottle_g3__T03,subjects/p002/labels/p002__CosmeticPumpBottle_g3__T03
p002__CosmeticPumpBottle_g5__T01,ok,p002,p002/CosmeticPumpBottle_g5/T01,123,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__CosmeticPumpBottle_g5__T01,subjects/p002/labels/p002__CosmeticPumpBottle_g5__T01
p002__CosmeticPumpBottle_g5__T02,ok,p002,p002/CosmeticPumpBottle_g5/T02,110,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__CosmeticPumpBottle_g5__T02,subjects/p002/labels/p002__CosmeticPumpBottle_g5__T02
p002__CosmeticPumpBottle_g5__T03,ok,p002,p002/CosmeticPumpBottle_g5/T03,111,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__CosmeticPumpBottle_g5__T03,subjects/p002/labels/p002__CosmeticPumpBottle_g5__T03
p002__cup_g2__T01,ok,p002,p002/cup_g2/T01,155,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cup_g2__T01,subjects/p002/labels/p002__cup_g2__T01
p002__cup_g2__T02,ok,p002,p002/cup_g2/T02,123,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cup_g2__T02,subjects/p002/labels/p002__cup_g2__T02
p002__cup_g2__T03,ok,p002,p002/cup_g2/T03,126,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cup_g2__T03,subjects/p002/labels/p002__cup_g2__T03
p002__cup_g3__T01,ok,p002,p002/cup_g3/T01,111,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cup_g3__T01,subjects/p002/labels/p002__cup_g3__T01
p002__cup_g3__T02,ok,p002,p002/cup_g3/T02,128,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cup_g3__T02,subjects/p002/labels/p002__cup_g3__T02
p002__cup_g3__T03,ok,p002,p002/cup_g3/T03,134,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cup_g3__T03,subjects/p002/labels/p002__cup_g3__T03
p002__cup_g5__T01,ok,p002,p002/cup_g5/T01,130,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cup_g5__T01,subjects/p002/labels/p002__cup_g5__T01
p002__cup_g5__T02,ok,p002,p002/cup_g5/T02,126,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cup_g5__T02,subjects/p002/labels/p002__cup_g5__T02
p002__cup_g5__T03,ok,p002,p002/cup_g5/T03,114,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cup_g5__T03,subjects/p002/labels/p002__cup_g5__T03
p002__cutter_g2__T01,ok,p002,p002/cutter_g2/T01,133,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cutter_g2__T01,subjects/p002/labels/p002__cutter_g2__T01
p002__cutter_g2__T02,ok,p002,p002/cutter_g2/T02,113,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cutter_g2__T02,subjects/p002/labels/p002__cutter_g2__T02
p002__cutter_g2__T03,ok,p002,p002/cutter_g2/T03,121,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cutter_g2__T03,subjects/p002/labels/p002__cutter_g2__T03
p002__cutter_g3__T01,ok,p002,p002/cutter_g3/T01,120,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cutter_g3__T01,subjects/p002/labels/p002__cutter_g3__T01
p002__cutter_g3__T02,ok,p002,p002/cutter_g3/T02,118,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cutter_g3__T02,subjects/p002/labels/p002__cutter_g3__T02
p002__cutter_g3__T03,ok,p002,p002/cutter_g3/T03,122,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cutter_g3__T03,subjects/p002/labels/p002__cutter_g3__T03
p002__cutter_g5__T01,ok,p002,p002/cutter_g5/T01,130,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cutter_g5__T01,subjects/p002/labels/p002__cutter_g5__T01
p002__cutter_g5__T02,ok,p002,p002/cutter_g5/T02,217,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cutter_g5__T02,subjects/p002/labels/p002__cutter_g5__T02
p002__cutter_g5__T03,ok,p002,p002/cutter_g5/T03,143,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__cutter_g5__T03,subjects/p002/labels/p002__cutter_g5__T03
p002__HandCream_g2__T01,ok,p002,p002/HandCream_g2/T01,127,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__HandCream_g2__T01,subjects/p002/labels/p002__HandCream_g2__T01
p002__HandCream_g2__T02,ok,p002,p002/HandCream_g2/T02,121,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__HandCream_g2__T02,subjects/p002/labels/p002__HandCream_g2__T02
p002__HandCream_g2__T03,ok,p002,p002/HandCream_g2/T03,151,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__HandCream_g2__T03,subjects/p002/labels/p002__HandCream_g2__T03
p002__HandCream_g3__T01,ok,p002,p002/HandCream_g3/T01,166,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__HandCream_g3__T01,subjects/p002/labels/p002__HandCream_g3__T01
p002__HandCream_g3__T02,ok,p002,p002/HandCream_g3/T02,117,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__HandCream_g3__T02,subjects/p002/labels/p002__HandCream_g3__T02
p002__HandCream_g3__T03,ok,p002,p002/HandCream_g3/T03,204,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__HandCream_g3__T03,subjects/p002/labels/p002__HandCream_g3__T03
p002__HandCream_g5__T01,ok,p002,p002/HandCream_g5/T01,194,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__HandCream_g5__T01,subjects/p002/labels/p002__HandCream_g5__T01
p002__HandCream_g5__T02,ok,p002,p002/HandCream_g5/T02,113,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__HandCream_g5__T02,subjects/p002/labels/p002__HandCream_g5__T02
p002__HandCream_g5__T03,ok,p002,p002/HandCream_g5/T03,216,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__HandCream_g5__T03,subjects/p002/labels/p002__HandCream_g5__T03
p002__Hotmeltgluegun_g2__T01,ok,p002,p002/Hotmeltgluegun_g2/T01,122,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Hotmeltgluegun_g2__T01,subjects/p002/labels/p002__Hotmeltgluegun_g2__T01
p002__Hotmeltgluegun_g2__T02,ok,p002,p002/Hotmeltgluegun_g2/T02,122,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Hotmeltgluegun_g2__T02,subjects/p002/labels/p002__Hotmeltgluegun_g2__T02
p002__Hotmeltgluegun_g2__T03,ok,p002,p002/Hotmeltgluegun_g2/T03,110,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Hotmeltgluegun_g2__T03,subjects/p002/labels/p002__Hotmeltgluegun_g2__T03
p002__Hotmeltgluegun_g3__T01,ok,p002,p002/Hotmeltgluegun_g3/T01,116,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Hotmeltgluegun_g3__T01,subjects/p002/labels/p002__Hotmeltgluegun_g3__T01
p002__Hotmeltgluegun_g3__T02,ok,p002,p002/Hotmeltgluegun_g3/T02,138,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Hotmeltgluegun_g3__T02,subjects/p002/labels/p002__Hotmeltgluegun_g3__T02
p002__Hotmeltgluegun_g3__T03,ok,p002,p002/Hotmeltgluegun_g3/T03,111,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Hotmeltgluegun_g3__T03,subjects/p002/labels/p002__Hotmeltgluegun_g3__T03
p002__Hotmeltgluegun_g5__T01,ok,p002,p002/Hotmeltgluegun_g5/T01,155,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Hotmeltgluegun_g5__T01,subjects/p002/labels/p002__Hotmeltgluegun_g5__T01
p002__Hotmeltgluegun_g5__T02,ok,p002,p002/Hotmeltgluegun_g5/T02,162,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Hotmeltgluegun_g5__T02,subjects/p002/labels/p002__Hotmeltgluegun_g5__T02
p002__Hotmeltgluegun_g5__T03,ok,p002,p002/Hotmeltgluegun_g5/T03,114,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Hotmeltgluegun_g5__T03,subjects/p002/labels/p002__Hotmeltgluegun_g5__T03
p002__plate_g2__T01,ok,p002,p002/plate_g2/T01,121,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__plate_g2__T01,subjects/p002/labels/p002__plate_g2__T01
p002__plate_g2__T02,ok,p002,p002/plate_g2/T02,107,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__plate_g2__T02,subjects/p002/labels/p002__plate_g2__T02
p002__plate_g2__T03,ok,p002,p002/plate_g2/T03,109,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__plate_g2__T03,subjects/p002/labels/p002__plate_g2__T03
p002__plate_g3__T01,ok,p002,p002/plate_g3/T01,118,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__plate_g3__T01,subjects/p002/labels/p002__plate_g3__T01
p002__plate_g3__T02,ok,p002,p002/plate_g3/T02,114,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__plate_g3__T02,subjects/p002/labels/p002__plate_g3__T02
p002__plate_g3__T03,ok,p002,p002/plate_g3/T03,110,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__plate_g3__T03,subjects/p002/labels/p002__plate_g3__T03
p002__plate_g5__T01,ok,p002,p002/plate_g5/T01,115,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__plate_g5__T01,subjects/p002/labels/p002__plate_g5__T01
p002__plate_g5__T02,ok,p002,p002/plate_g5/T02,102,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__plate_g5__T02,subjects/p002/labels/p002__plate_g5__T02
p002__plate_g5__T03,ok,p002,p002/plate_g5/T03,109,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p002/sensor_data/p002__plate_g5__T03,subjects/p002/labels/p002__plate_g5__T03
p002__Pliers_g2__T01,ok,p002,p002/Pliers_g2/T01,125,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Pliers_g2__T01,subjects/p002/labels/p002__Pliers_g2__T01
p002__Pliers_g2__T02,ok,p002,p002/Pliers_g2/T02,107,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Pliers_g2__T02,subjects/p002/labels/p002__Pliers_g2__T02
p002__Pliers_g2__T03,ok,p002,p002/Pliers_g2/T03,123,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Pliers_g2__T03,subjects/p002/labels/p002__Pliers_g2__T03
p002__Pliers_g3__T01,ok,p002,p002/Pliers_g3/T01,136,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Pliers_g3__T01,subjects/p002/labels/p002__Pliers_g3__T01
p002__Pliers_g3__T02,ok,p002,p002/Pliers_g3/T02,164,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Pliers_g3__T02,subjects/p002/labels/p002__Pliers_g3__T02
p002__Pliers_g3__T03,ok,p002,p002/Pliers_g3/T03,138,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Pliers_g3__T03,subjects/p002/labels/p002__Pliers_g3__T03
p002__Pliers_g5__T01,ok,p002,p002/Pliers_g5/T01,148,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Pliers_g5__T01,subjects/p002/labels/p002__Pliers_g5__T01
p002__Pliers_g5__T02,ok,p002,p002/Pliers_g5/T02,147,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Pliers_g5__T02,subjects/p002/labels/p002__Pliers_g5__T02
p002__Pliers_g5__T03,ok,p002,p002/Pliers_g5/T03,147,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__Pliers_g5__T03,subjects/p002/labels/p002__Pliers_g5__T03
p002__PottedMeatCan_g2__T01,ok,p002,p002/PottedMeatCan_g2/T01,151,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__PottedMeatCan_g2__T01,subjects/p002/labels/p002__PottedMeatCan_g2__T01
p002__PottedMeatCan_g2__T02,ok,p002,p002/PottedMeatCan_g2/T02,119,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__PottedMeatCan_g2__T02,subjects/p002/labels/p002__PottedMeatCan_g2__T02
p002__PottedMeatCan_g2__T03,ok,p002,p002/PottedMeatCan_g2/T03,127,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__PottedMeatCan_g2__T03,subjects/p002/labels/p002__PottedMeatCan_g2__T03
p002__PottedMeatCan_g3__T01,ok,p002,p002/PottedMeatCan_g3/T01,118,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p002/sensor_data/p002__PottedMeatCan_g3__T01,subjects/p002/labels/p002__PottedMeatCan_g3__T01
